algorithm,iter,best_primary_cost_mean,best_primary_cost_std,n
F-LCA,104,1461.039508112571,61.06810401324391,20
F-LCA,105,1461.039508112571,61.06810401324391,20
F-LCA,106,1461.039508112571,61.06810401324391,20
F-LCA,107,1461.039508112571,61.06810401324391,20
F-LCA,108,1461.039508112571,61.06810401324391,20
F-LCA,109,1461.039508112571,61.06810401324391,20
F-LCA,110,1461.039508112571,61.06810401324391,20
F-LCA,111,1461.039508112571,61.06810401324391,20
F-LCA,112,1461.039508112571,61.06810401324391,20
F-LCA,113,1461.039508112571,61.06810401324391,20
F-LCA,114,1461.039508112571,61.06810401324391,20
F-LCA,115,1461.039508112571,61.06810401324391,20
F-LCA,116,1461.039508112571,61.06810401324391,20
F-LCA,117,1461.039508112571,61.06810401324391,20
F-LCA,118,1461.039508112571,61.06810401324391,20
F-LCA,119,1461.039508112571,61.06810401324391,20
F-LCA,120,1461.039508112571,61.06810401324391,20
F-LCA,121,1461.039508112571,61.06810401324391,20
F-LCA,122,1461.039508112571,61.06810401324391,20
F-LCA,123,1461.039508112571,61.06810401324391,20
F-LCA,124,1461.039508112571,61.06810401324391,20
F-LCA,125,1461.039508112571,61.06810401324391,20
F-LCA,126,1461.039508112571,61.06810401324391,20
F-LCA,127,1461.039508112571,61.06810401324391,20
F-LCA,128,1461.039508112571,61.06810401324391,20
F-LCA,129,1461.039508112571,61.06810401324391,20
F-LCA,130,1461.039508112571,61.06810401324391,20
F-LCA,131,1461.039508112571,61.06810401324391,20
F-LCA,132,1461.039508112571,61.06810401324391,20
F-LCA,133,1461.039508112571,61.06810401324391,20
F-LCA,134,1461.039508112571,61.06810401324391,20
F-LCA,135,1461.039508112571,61.06810401324391,20
F-LCA,136,1461.039508112571,61.06810401324391,20
F-LCA,137,1461.039508112571,61.06810401324391,20
F-LCA,138,1461.039508112571,61.06810401324391,20
F-LCA,139,1461.039508112571,61.06810401324391,20
F-LCA,140,1459.2182588028766,61.19557722629024,20
F-LCA,141,1459.2182588028766,61.19557722629024,20
F-LCA,142,1459.2182588028766,61.19557722629024,20
F-LCA,143,1459.2182588028766,61.19557722629024,20
F-LCA,144,1459.2182588028766,61.19557722629024,20
F-LCA,145,1459.2182588028766,61.19557722629024,20
F-LCA,146,1459.2182588028766,61.19557722629024,20
F-LCA,147,1459.2182588028766,61.19557722629024,20
F-LCA,148,1459.2182588028766,61.19557722629024,20
F-LCA,149,1459.2182588028766,61.19557722629024,20
F-LCA,150,1459.2182588028766,61.19557722629024,20
F-LCA,151,1459.2182588028766,61.19557722629024,20
F-LCA,152,1459.2182588028766,61.19557722629024,20
F-LCA,153,1459.2182588028766,61.19557722629024,20
F-LCA,154,1459.2182588028766,61.19557722629024,20
F-LCA,155,1459.2182588028766,61.19557722629024,20
F-LCA,156,1459.2182588028766,61.19557722629024,20
F-LCA,157,1459.2182588028766,61.19557722629024,20
F-LCA,158,1459.2182588028766,61.19557722629024,20
F-LCA,159,1459.2182588028766,61.19557722629024,20
F-LCA,160,1459.2182588028766,61.19557722629024,20
F-LCA,161,1459.2182588028766,61.19557722629024,20
F-LCA,162,1459.2182588028766,61.19557722629024,20
F-LCA,163,1459.2182588028766,61.19557722629024,20
F-LCA,164,1459.2182588028766,61.19557722629024,20
F-LCA,165,1459.2182588028766,61.19557722629024,20
F-LCA,166,1459.2182588028766,61.19557722629024,20
F-LCA,167,1459.2182588028766,61.19557722629024,20
F-LCA,168,1459.2182588028766,61.19557722629024,20
F-LCA,169,1459.2182588028766,61.19557722629024,20
F-LCA,170,1459.2182588028766,61.19557722629024,20
F-LCA,171,1459.2182588028766,61.19557722629024,20
F-LCA,172,1459.2182588028766,61.19557722629024,20
F-LCA,173,1459.2182588028766,61.19557722629024,20
F-LCA,174,1459.2182588028766,61.19557722629024,20
F-LCA,175,1459.2182588028766,61.19557722629024,20
F-LCA,176,1459.2182588028766,61.19557722629024,20
F-LCA,177,1459.2182588028766,61.19557722629024,20
F-LCA,178,1459.2182588028766,61.19557722629024,20
F-LCA,179,1459.2182588028766,61.19557722629024,20
F-LCA,180,1459.2182588028766,61.19557722629024,20
F-LCA,181,1459.2182588028766,61.19557722629024,20
F-LCA,182,1459.2182588028766,61.19557722629024,20
F-LCA,183,1457.58006132096,59.91994243857973,20
F-LCA,184,1457.58006132096,59.91994243857973,20
F-LCA,185,1457.58006132096,59.91994243857973,20
F-LCA,186,1457.58006132096,59.91994243857973,20
F-LCA,187,1457.58006132096,59.91994243857973,20
F-LCA,188,1457.58006132096,59.91994243857973,20
F-LCA,189,1457.58006132096,59.91994243857973,20
F-LCA,190,1457.58006132096,59.91994243857973,20
F-LCA,191,1457.58006132096,59.91994243857973,20
F-LCA,192,1457.58006132096,59.91994243857973,20
F-LCA,193,1457.58006132096,59.91994243857973,20
F-LCA,194,1457.58006132096,59.91994243857973,20
F-LCA,195,1457.58006132096,59.91994243857973,20
F-LCA,196,1457.58006132096,59.91994243857973,20
F-LCA,197,1457.58006132096,59.91994243857973,20
F-LCA,198,1453.9505750572555,59.413430781124354,20
F-LCA,199,1453.9505750572555,59.413430781124354,20
F-LCA,200,1453.9505750572555,59.413430781124354,20
F-LCA,201,1453.9505750572555,59.413430781124354,20
F-LCA,202,1453.9505750572555,59.413430781124354,20
F-LCA,203,1453.9505750572555,59.413430781124354,20
F-LCA,204,1453.9505750572555,59.413430781124354,20
F-LCA,205,1450.4723490027045,57.77896503343942,20
F-LCA,206,1450.4723490027045,57.77896503343942,20
F-LCA,207,1450.4723490027045,57.77896503343942,20
F-LCA,208,1450.4723490027045,57.77896503343942,20
F-LCA,209,1449.751041901128,58.13956875622775,20
F-LCA,210,1449.751041901128,58.13956875622775,20
F-LCA,211,1449.751041901128,58.13956875622775,20
F-LCA,212,1449.751041901128,58.13956875622775,20
F-LCA,213,1449.751041901128,58.13956875622775,20
F-LCA,214,1449.751041901128,58.13956875622775,20
F-LCA,215,1449.751041901128,58.13956875622775,20
F-LCA,216,1449.751041901128,58.13956875622775,20
F-LCA,217,1449.751041901128,58.13956875622775,20
F-LCA,218,1449.751041901128,58.13956875622775,20
F-LCA,219,1449.751041901128,58.13956875622775,20
F-LCA,220,1449.751041901128,58.13956875622775,20
F-LCA,221,1449.751041901128,58.13956875622775,20
F-LCA,222,1449.751041901128,58.13956875622775,20
F-LCA,223,1449.751041901128,58.13956875622775,20
F-LCA,224,1449.751041901128,58.13956875622775,20
F-LCA,225,1449.751041901128,58.13956875622775,20
F-LCA,226,1449.751041901128,58.13956875622775,20
F-LCA,227,1449.751041901128,58.13956875622775,20
F-LCA,228,1449.751041901128,58.13956875622775,20
F-LCA,229,1449.751041901128,58.13956875622775,20
F-LCA,230,1449.751041901128,58.13956875622775,20
F-LCA,231,1449.751041901128,58.13956875622775,20
F-LCA,232,1449.751041901128,58.13956875622775,20
F-LCA,233,1449.751041901128,58.13956875622775,20
F-LCA,234,1449.751041901128,58.13956875622775,20
F-LCA,235,1449.751041901128,58.13956875622775,20
F-LCA,236,1449.751041901128,58.13956875622775,20
F-LCA,237,1449.751041901128,58.13956875622775,20
F-LCA,238,1449.751041901128,58.13956875622775,20
F-LCA,239,1449.751041901128,58.13956875622775,20
F-LCA,240,1449.751041901128,58.13956875622775,20
F-LCA,241,1449.751041901128,58.13956875622775,20
F-LCA,242,1449.751041901128,58.13956875622775,20
F-LCA,243,1449.751041901128,58.13956875622775,20
F-LCA,244,1449.751041901128,58.13956875622775,20
F-LCA,245,1449.751041901128,58.13956875622775,20
F-LCA,246,1449.751041901128,58.13956875622775,20
F-LCA,247,1449.751041901128,58.13956875622775,20
F-LCA,248,1449.751041901128,58.13956875622775,20
F-LCA,249,1449.751041901128,58.13956875622775,20
F-LCA,250,1449.751041901128,58.13956875622775,20
F-LCA,251,1449.751041901128,58.13956875622775,20
F-LCA,252,1449.751041901128,58.13956875622775,20
F-LCA,253,1449.751041901128,58.13956875622775,20
F-LCA,254,1449.6248304395135,58.13027706636868,20
F-LCA,255,1449.6248304395135,58.13027706636868,20
F-LCA,256,1449.6248304395135,58.13027706636868,20
F-LCA,257,1449.6248304395135,58.13027706636868,20
F-LCA,258,1449.6248304395135,58.13027706636868,20
F-LCA,259,1449.6248304395135,58.13027706636868,20
F-LCA,260,1449.6248304395135,58.13027706636868,20
F-LCA,261,1449.6248304395135,58.13027706636868,20
F-LCA,262,1449.6248304395135,58.13027706636868,20
F-LCA,263,1449.6248304395135,58.13027706636868,20
F-LCA,264,1449.6248304395135,58.13027706636868,20
F-LCA,265,1449.6248304395135,58.13027706636868,20
F-LCA,266,1449.6248304395135,58.13027706636868,20
F-LCA,267,1449.6248304395135,58.13027706636868,20
F-LCA,268,1449.6248304395135,58.13027706636868,20
F-LCA,269,1449.6248304395135,58.13027706636868,20
F-LCA,270,1449.6248304395135,58.13027706636868,20
F-LCA,271,1449.6248304395135,58.13027706636868,20
F-LCA,272,1449.6248304395135,58.13027706636868,20
F-LCA,273,1449.6248304395135,58.13027706636868,20
F-LCA,274,1449.6248304395135,58.13027706636868,20
F-LCA,275,1449.6248304395135,58.13027706636868,20
F-LCA,276,1449.6248304395135,58.13027706636868,20
F-LCA,277,1449.6248304395135,58.13027706636868,20
F-LCA,278,1449.6248304395135,58.13027706636868,20
F-LCA,279,1449.6248304395135,58.13027706636868,20
F-LCA,280,1449.6248304395135,58.13027706636868,20
F-LCA,281,1449.6248304395135,58.13027706636868,20
F-LCA,282,1449.6248304395135,58.13027706636868,20
F-LCA,283,1449.6248304395135,58.13027706636868,20
F-LCA,284,1449.6248304395135,58.13027706636868,20
F-LCA,285,1449.6248304395135,58.13027706636868,20
F-LCA,286,1449.6248304395135,58.13027706636868,20
F-LCA,287,1449.6248304395135,58.13027706636868,20
F-LCA,288,1449.6248304395135,58.13027706636868,20
F-LCA,289,1449.6248304395135,58.13027706636868,20
F-LCA,290,1449.6248304395135,58.13027706636868,20
F-LCA,291,1449.6248304395135,58.13027706636868,20
F-LCA,292,1449.6248304395135,58.13027706636868,20
F-LCA,293,1449.6248304395135,58.13027706636868,20
F-LCA,294,1449.6248304395135,58.13027706636868,20
F-LCA,295,1449.6248304395135,58.13027706636868,20
F-LCA,296,1449.6248304395135,58.13027706636868,20
F-LCA,297,1449.6248304395135,58.13027706636868,20
F-LCA,298,1449.6248304395135,58.13027706636868,20
F-LCA,299,1449.6248304395135,58.13027706636868,20
F-LCA,300,1449.6248304395135,58.13027706636868,20
F-LCA,301,1449.6248304395135,58.13027706636868,20
F-LCA,302,1449.6248304395135,58.13027706636868,20
F-LCA,303,1449.6248304395135,58.13027706636868,20
F-LCA,304,1449.6248304395135,58.13027706636868,20
F-LCA,305,1449.6248304395135,58.13027706636868,20
F-LCA,306,1449.6248304395135,58.13027706636868,20
F-LCA,307,1449.6248304395135,58.13027706636868,20
F-LCA,308,1449.6248304395135,58.13027706636868,20
F-LCA,309,1449.6248304395135,58.13027706636868,20
F-LCA,310,1449.6248304395135,58.13027706636868,20
F-LCA,311,1449.6248304395135,58.13027706636868,20
F-LCA,312,1449.6248304395135,58.13027706636868,20
F-LCA,313,1449.6248304395135,58.13027706636868,20
F-LCA,314,1449.6248304395135,58.13027706636868,20
F-LCA,315,1449.6248304395135,58.13027706636868,20
F-LCA,316,1449.6248304395135,58.13027706636868,20
F-LCA,317,1449.6248304395135,58.13027706636868,20
F-LCA,318,1449.6248304395135,58.13027706636868,20
F-LCA,319,1446.718074802888,55.82521363605049,20
F-LCA,320,1446.718074802888,55.82521363605049,20
F-LCA,321,1446.718074802888,55.82521363605049,20
F-LCA,322,1446.718074802888,55.82521363605049,20
F-LCA,323,1446.718074802888,55.82521363605049,20
F-LCA,324,1446.718074802888,55.82521363605049,20
F-LCA,325,1446.718074802888,55.82521363605049,20
F-LCA,326,1446.718074802888,55.82521363605049,20
F-LCA,327,1446.718074802888,55.82521363605049,20
F-LCA,328,1446.718074802888,55.82521363605049,20
F-LCA,329,1446.718074802888,55.82521363605049,20
F-LCA,330,1446.718074802888,55.82521363605049,20
F-LCA,331,1446.718074802888,55.82521363605049,20
F-LCA,332,1446.718074802888,55.82521363605049,20
F-LCA,333,1446.718074802888,55.82521363605049,20
F-LCA,334,1446.718074802888,55.82521363605049,20
F-LCA,335,1446.718074802888,55.82521363605049,20
F-LCA,336,1446.718074802888,55.82521363605049,20
F-LCA,337,1446.718074802888,55.82521363605049,20
F-LCA,338,1446.718074802888,55.82521363605049,20
F-LCA,339,1446.718074802888,55.82521363605049,20
F-LCA,340,1446.718074802888,55.82521363605049,20
F-LCA,341,1446.718074802888,55.82521363605049,20
F-LCA,342,1446.718074802888,55.82521363605049,20
F-LCA,343,1446.718074802888,55.82521363605049,20
F-LCA,344,1446.718074802888,55.82521363605049,20
F-LCA,345,1446.718074802888,55.82521363605049,20
F-LCA,346,1446.718074802888,55.82521363605049,20
F-LCA,347,1446.718074802888,55.82521363605049,20
F-LCA,348,1446.718074802888,55.82521363605049,20
F-LCA,349,1446.718074802888,55.82521363605049,20
F-LCA,350,1446.718074802888,55.82521363605049,20
F-LCA,351,1446.718074802888,55.82521363605049,20
F-LCA,352,1446.718074802888,55.82521363605049,20
F-LCA,353,1446.718074802888,55.82521363605049,20
F-LCA,354,1446.718074802888,55.82521363605049,20
F-LCA,355,1446.718074802888,55.82521363605049,20
F-LCA,356,1446.718074802888,55.82521363605049,20
F-LCA,357,1446.718074802888,55.82521363605049,20
F-LCA,358,1446.718074802888,55.82521363605049,20
F-LCA,359,1446.718074802888,55.82521363605049,20
F-LCA,360,1446.718074802888,55.82521363605049,20
F-LCA,361,1446.718074802888,55.82521363605049,20
F-LCA,362,1446.718074802888,55.82521363605049,20
F-LCA,363,1446.718074802888,55.82521363605049,20
F-LCA,364,1446.718074802888,55.82521363605049,20
F-LCA,365,1446.718074802888,55.82521363605049,20
F-LCA,366,1446.718074802888,55.82521363605049,20
F-LCA,367,1446.718074802888,55.82521363605049,20
F-LCA,368,1446.718074802888,55.82521363605049,20
F-LCA,369,1446.718074802888,55.82521363605049,20
F-LCA,370,1446.718074802888,55.82521363605049,20
F-LCA,371,1446.718074802888,55.82521363605049,20
F-LCA,372,1446.718074802888,55.82521363605049,20
F-LCA,373,1446.718074802888,55.82521363605049,20
F-LCA,374,1446.718074802888,55.82521363605049,20
F-LCA,375,1446.718074802888,55.82521363605049,20
F-LCA,376,1446.718074802888,55.82521363605049,20
F-LCA,377,1446.718074802888,55.82521363605049,20
F-LCA,378,1446.718074802888,55.82521363605049,20
F-LCA,379,1446.718074802888,55.82521363605049,20
F-LCA,380,1443.7780824123272,57.04024758893658,20
F-LCA,381,1443.7780824123272,57.04024758893658,20
F-LCA,382,1443.7780824123272,57.04024758893658,20
F-LCA,383,1443.7780824123272,57.04024758893658,20
F-LCA,384,1443.7780824123272,57.04024758893658,20
F-LCA,385,1443.7780824123272,57.04024758893658,20
F-LCA,386,1443.7780824123272,57.04024758893658,20
F-LCA,387,1443.7780824123272,57.04024758893658,20
F-LCA,388,1443.7780824123272,57.04024758893658,20
F-LCA,389,1443.7780824123272,57.04024758893658,20
F-LCA,390,1443.7780824123272,57.04024758893658,20
F-LCA,391,1443.7780824123272,57.04024758893658,20
F-LCA,392,1443.7780824123272,57.04024758893658,20
F-LCA,393,1443.7780824123272,57.04024758893658,20
F-LCA,394,1443.7780824123272,57.04024758893658,20
F-LCA,395,1443.7780824123272,57.04024758893658,20
F-LCA,396,1443.7780824123272,57.04024758893658,20
F-LCA,397,1443.7780824123272,57.04024758893658,20
F-LCA,398,1443.7780824123272,57.04024758893658,20
F-LCA,399,1443.7780824123272,57.04024758893658,20
F-LCA,400,1443.7780824123272,57.04024758893658,20
F-LCA,401,1443.7780824123272,57.04024758893658,20
F-LCA,402,1442.8441377526376,56.28733268350457,20
F-LCA,403,1442.8441377526376,56.28733268350457,20
F-LCA,404,1442.8441377526376,56.28733268350457,20
F-LCA,405,1442.8441377526376,56.28733268350457,20
F-LCA,406,1442.8441377526376,56.28733268350457,20
F-LCA,407,1442.8441377526376,56.28733268350457,20
F-LCA,408,1442.8441377526376,56.28733268350457,20
F-LCA,409,1442.8441377526376,56.28733268350457,20
F-LCA,410,1442.8441377526376,56.28733268350457,20
F-LCA,411,1442.8441377526376,56.28733268350457,20
F-LCA,412,1442.8441377526376,56.28733268350457,20
F-LCA,413,1442.8441377526376,56.28733268350457,20
F-LCA,414,1442.8441377526376,56.28733268350457,20
F-LCA,415,1442.8441377526376,56.28733268350457,20
F-LCA,416,1442.8441377526376,56.28733268350457,20
F-LCA,417,1442.8441377526376,56.28733268350457,20
F-LCA,418,1442.8441377526376,56.28733268350457,20
F-LCA,419,1442.8441377526376,56.28733268350457,20
F-LCA,420,1442.8441377526376,56.28733268350457,20
F-LCA,421,1442.8441377526376,56.28733268350457,20
F-LCA,422,1442.8441377526376,56.28733268350457,20
F-LCA,423,1442.8441377526376,56.28733268350457,20
F-LCA,424,1442.8441377526376,56.28733268350457,20
F-LCA,425,1442.8441377526376,56.28733268350457,20
F-LCA,426,1442.8441377526376,56.28733268350457,20
F-LCA,427,1442.8441377526376,56.28733268350457,20
F-LCA,428,1442.8441377526376,56.28733268350457,20
F-LCA,429,1442.8441377526376,56.28733268350457,20
F-LCA,430,1442.8441377526376,56.28733268350457,20
F-LCA,431,1442.8441377526376,56.28733268350457,20
F-LCA,432,1442.8441377526376,56.28733268350457,20
F-LCA,433,1442.8441377526376,56.28733268350457,20
F-LCA,434,1442.8441377526376,56.28733268350457,20
F-LCA,435,1442.8441377526376,56.28733268350457,20
F-LCA,436,1442.8441377526376,56.28733268350457,20
F-LCA,437,1442.8441377526376,56.28733268350457,20
F-LCA,438,1442.8441377526376,56.28733268350457,20
F-LCA,439,1442.8441377526376,56.28733268350457,20
F-LCA,440,1440.683429854059,54.73834951498048,20
F-LCA,441,1440.683429854059,54.73834951498048,20
F-LCA,442,1440.683429854059,54.73834951498048,20
F-LCA,443,1440.683429854059,54.73834951498048,20
F-LCA,444,1440.683429854059,54.73834951498048,20
F-LCA,445,1440.683429854059,54.73834951498048,20
F-LCA,446,1440.683429854059,54.73834951498048,20
F-LCA,447,1440.683429854059,54.73834951498048,20
F-LCA,448,1440.683429854059,54.73834951498048,20
F-LCA,449,1440.683429854059,54.73834951498048,20
F-LCA,450,1440.683429854059,54.73834951498048,20
F-LCA,451,1440.683429854059,54.73834951498048,20
F-LCA,452,1440.683429854059,54.73834951498048,20
F-LCA,453,1440.683429854059,54.73834951498048,20
F-LCA,454,1440.683429854059,54.73834951498048,20
F-LCA,455,1440.683429854059,54.73834951498048,20
F-LCA,456,1440.683429854059,54.73834951498048,20
F-LCA,457,1440.683429854059,54.73834951498048,20
F-LCA,458,1440.683429854059,54.73834951498048,20
F-LCA,459,1440.683429854059,54.73834951498048,20
F-LCA,460,1440.683429854059,54.73834951498048,20
F-LCA,461,1440.683429854059,54.73834951498048,20
F-LCA,462,1440.683429854059,54.73834951498048,20
F-LCA,463,1440.683429854059,54.73834951498048,20
F-LCA,464,1440.683429854059,54.73834951498048,20
F-LCA,465,1440.683429854059,54.73834951498048,20
F-LCA,466,1440.683429854059,54.73834951498048,20
F-LCA,467,1440.683429854059,54.73834951498048,20
F-LCA,468,1440.683429854059,54.73834951498048,20
F-LCA,469,1440.683429854059,54.73834951498048,20
F-LCA,470,1440.683429854059,54.73834951498048,20
F-LCA,471,1440.683429854059,54.73834951498048,20
F-LCA,472,1440.683429854059,54.73834951498048,20
F-LCA,473,1440.683429854059,54.73834951498048,20
F-LCA,474,1440.683429854059,54.73834951498048,20
F-LCA,475,1440.683429854059,54.73834951498048,20
F-LCA,476,1438.423311600589,53.655853262812485,20
F-LCA,477,1438.423311600589,53.655853262812485,20
F-LCA,478,1438.423311600589,53.655853262812485,20
F-LCA,479,1438.423311600589,53.655853262812485,20
F-LCA,480,1438.423311600589,53.655853262812485,20
F-LCA,481,1438.423311600589,53.655853262812485,20
F-LCA,482,1438.423311600589,53.655853262812485,20
F-LCA,483,1438.423311600589,53.655853262812485,20
F-LCA,484,1438.423311600589,53.655853262812485,20
F-LCA,485,1438.423311600589,53.655853262812485,20
F-LCA,486,1438.423311600589,53.655853262812485,20
F-LCA,487,1438.423311600589,53.655853262812485,20
F-LCA,488,1438.423311600589,53.655853262812485,20
F-LCA,489,1438.423311600589,53.655853262812485,20
F-LCA,490,1438.423311600589,53.655853262812485,20
F-LCA,491,1438.423311600589,53.655853262812485,20
F-LCA,492,1438.423311600589,53.655853262812485,20
F-LCA,493,1438.423311600589,53.655853262812485,20
F-LCA,494,1438.423311600589,53.655853262812485,20
F-LCA,495,1438.423311600589,53.655853262812485,20
F-LCA,496,1438.423311600589,53.655853262812485,20
F-LCA,497,1438.423311600589,53.655853262812485,20
F-LCA,498,1438.423311600589,53.655853262812485,20
F-LCA,499,1438.423311600589,53.655853262812485,20
F-LCA,500,1438.423311600589,53.655853262812485,20
F-LCA,501,1438.423311600589,53.655853262812485,20
F-LCA,502,1438.423311600589,53.655853262812485,20
F-LCA,503,1438.423311600589,53.655853262812485,20
F-LCA,504,1438.423311600589,53.655853262812485,20
F-LCA,505,1438.423311600589,53.655853262812485,20
F-LCA,506,1438.423311600589,53.655853262812485,20
F-LCA,507,1438.423311600589,53.655853262812485,20
F-LCA,508,1438.423311600589,53.655853262812485,20
F-LCA,509,1438.423311600589,53.655853262812485,20
F-LCA,510,1438.423311600589,53.655853262812485,20
F-LCA,511,1438.423311600589,53.655853262812485,20
F-LCA,512,1438.423311600589,53.655853262812485,20
F-LCA,513,1438.423311600589,53.655853262812485,20
F-LCA,514,1438.423311600589,53.655853262812485,20
F-LCA,515,1438.423311600589,53.655853262812485,20
F-LCA,516,1438.423311600589,53.655853262812485,20
F-LCA,517,1438.423311600589,53.655853262812485,20
F-LCA,518,1438.423311600589,53.655853262812485,20
F-LCA,519,1438.423311600589,53.655853262812485,20
F-LCA,520,1438.423311600589,53.655853262812485,20
F-LCA,521,1438.423311600589,53.655853262812485,20
F-LCA,522,1438.423311600589,53.655853262812485,20
F-LCA,523,1438.423311600589,53.655853262812485,20
F-LCA,524,1438.423311600589,53.655853262812485,20
F-LCA,525,1438.423311600589,53.655853262812485,20
