algorithm,n,primary_cost_mean,primary_cost_std,total_cost_mean,total_cost_std,total_distance_mean,total_distance_std,effective_coverage_mean,effective_coverage_std,theoretical_coverage_mean,theoretical_coverage_std,obstacle_penalty_mean,obstacle_penalty_std,energy_range_percent_mean,energy_range_percent_std,incomplete_tree_ratio_mean,incomplete_tree_ratio_std,runtime_sec_mean,runtime_sec_std,task_ratio_v1_mean,task_ratio_v1_std,task_ratio_v2_mean,task_ratio_v2_std,task_ratio_v3_mean,task_ratio_v3_std,task_ratio_v4_mean,task_ratio_v4_std
F-LCA-no-hetero,20,1538.1713254405502,85.76115732123314,2546.518779245945,392.44665303765345,1428.4259579859895,57.04097594742726,100.0,0.0,100.0,0.0,577.6071971292675,216.89539338509954,12.709350326940548,3.919790987246695,0.0,0.0,73.09208520650864,1.4911515463877263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
