algorithm,n,primary_cost_mean,primary_cost_std,total_cost_mean,total_cost_std,total_distance_mean,total_distance_std,effective_coverage_mean,effective_coverage_std,theoretical_coverage_mean,theoretical_coverage_std,obstacle_penalty_mean,obstacle_penalty_std,energy_range_percent_mean,energy_range_percent_std,incomplete_tree_ratio_mean,incomplete_tree_ratio_std,runtime_sec_mean,runtime_sec_std,task_ratio_v1_mean,task_ratio_v1_std,task_ratio_v2_mean,task_ratio_v2_std,task_ratio_v3_mean,task_ratio_v3_std,task_ratio_v4_mean,task_ratio_v4_std
F-LCA-no-orthogonal,20,930.2935595779645,64.03920765089808,1561.0215452640673,240.03067288403113,848.7345353601189,45.09229825649275,25.0,0.0,100.0,0.0,429.25802219918694,184.2342147796288,14.544642574797994,3.6214479349643423,0.0,0.0,49.463614392280576,0.5807327456435356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
