algorithm,n,primary_cost_mean,primary_cost_std,total_cost_mean,total_cost_std,total_distance_mean,total_distance_std,effective_coverage_mean,effective_coverage_std,theoretical_coverage_mean,theoretical_coverage_std,obstacle_penalty_mean,obstacle_penalty_std,energy_range_percent_mean,energy_range_percent_std,incomplete_tree_ratio_mean,incomplete_tree_ratio_std,runtime_sec_mean,runtime_sec_std,task_ratio_v1_mean,task_ratio_v1_std,task_ratio_v2_mean,task_ratio_v2_std,task_ratio_v3_mean,task_ratio_v3_std,task_ratio_v4_mean,task_ratio_v4_std
F-LCA,20,1413.7605070378763,72.88071675763685,2466.3308459101613,328.6385153322977,1334.179003149032,59.11264597459139,100.0,0.0,100.0,0.0,418.8500204676019,192.69756468424086,14.265252135158239,3.311312128930882,0.0,0.0,86.42469440698623,1.227803684695584,32.5625,1.5429700512153075,26.4375,2.3039939578685393,24.0,1.6523507974684846,17.0,0.9424212936563149
