algorithm,n,primary_cost_mean,primary_cost_std,total_cost_mean,total_cost_std,total_distance_mean,total_distance_std,effective_coverage_mean,effective_coverage_std,theoretical_coverage_mean,theoretical_coverage_std,obstacle_penalty_mean,obstacle_penalty_std,energy_range_percent_mean,energy_range_percent_std,incomplete_tree_ratio_mean,incomplete_tree_ratio_std,runtime_sec_mean,runtime_sec_std,task_ratio_v1_mean,task_ratio_v1_std,task_ratio_v2_mean,task_ratio_v2_std,task_ratio_v3_mean,task_ratio_v3_std,task_ratio_v4_mean,task_ratio_v4_std
F-LCA-no-layered,20,1466.8551850668493,69.92664676217599,2948.722023481916,640.2734247112625,1380.55672674403,55.670602152161344,100.0,0.0,100.0,0.0,454.202412225365,189.35729257607485,18.527576084709747,5.825601281653777,0.0,0.0,72.76926412582398,1.2481308127722766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
